Pet ID,Name,Status,Publish Date,Organization ID,City,State,Breed,Age,Gender,Size,Coat,Spayed or Neutered,House Trained,Special Needs,Shots Current
55346173,PECAN,adoptable,2022-04-19T23:33:25+0000,GA217,Atlanta,GA,Pit Bull Terrier,Adult,Female,Medium,,False,False,False,False
54256149,Miss Bee Haven,adoptable,2022-01-16T22:06:41+0000,GA423,Chamblee,GA,Mixed Breed,Adult,Female,Large,,True,False,False,False
55034565,Little Miss (Baby Girl),adoptable,2022-03-19T10:04:31+0000,GA66,Albany,GA,Pit Bull Terrier,Young,Female,Medium,,False,False,False,True
50186982,Cami,adoptable,2021-01-03T03:02:22+0000,GA914,Decatur,GA,Catahoula Leopard Dog,Senior,Female,Large,,True,True,False,True
55183573,Margie Marinara (adopted),adoptable,2022-04-01T21:06:14+0000,GA335,Atlanta,GA,Mixed Breed,Young,Female,Large,,True,False,False,False
54181824,TAURUS,adoptable,2022-01-11T20:53:08+0000,GA99,Macon,GA,Mixed Breed,Young,Male,Large,,True,False,False,False
55136969,COLUMBIA,adoptable,2022-03-28T21:44:17+0000,GA217,Atlanta,GA,Pit Bull Terrier,Adult,Female,Large,,True,False,False,False
54255766,Broly,adoptable,2022-01-16T22:06:39+0000,GA423,Chamblee,GA,Mixed Breed,Adult,Male,Medium,,False,False,False,False
55382415,Sd-17d Hubba,adoptable,2022-04-23T16:46:40+0000,GA357,Lawrenceville,GA,Terrier,Adult,Male,Small,,False,False,False,True
49710624,Jupiter,adoptable,2020-11-06T02:47:22+0000,GA793,Macon,GA,Carolina Dog,Adult,Female,Medium,,True,True,False,True
54256122,Cristina,adoptable,2022-01-16T22:06:40+0000,GA423,Chamblee,GA,Mixed Breed,Adult,Female,Large,,True,False,False,False
48295391,Buddy Boy (3),adoptable,2020-06-23T10:07:04+0000,GA174,Forsyth,GA,Labrador Retriever,Adult,Male,Large,,True,True,False,True
55131501,Strawberry Shortcake,adoptable,2022-03-28T10:03:23+0000,GA150,Madison,GA,Labrador Retriever,Baby,Female,Medium,,True,False,False,True
54941994,Pinto 03-1116,adoptable,2022-03-11T18:25:15+0000,GA926,Tyrone,GA,Pit Bull Terrier,Baby,Male,Small,,True,False,False,True
54912868,Winnie (aka Penny),adoptable,2022-03-09T14:53:27+0000,GA508,Atlanta,GA,Labrador Retriever,Adult,Female,Medium,,True,True,False,True
55281148,Pen 151 Wagner,adoptable,2022-04-12T16:15:44+0000,GA357,Lawrenceville,GA,Pit Bull Terrier,Young,Male,Large,,True,False,False,True
53889764,Coco,adoptable,2021-12-13T20:00:30+0000,GA1020,Jackson,GA,American Staffordshire Terrier,Adult,Female,Large,,True,True,False,True
47678331,Clint Eastwood,adoptable,2020-03-22T23:48:16+0000,GA902,Augusta,GA,Shar-Pei,Adult,Male,Large,,False,False,False,False
54255555,Aphrodite- IN FOSTER,adoptable,2022-01-16T22:06:37+0000,GA423,Chamblee,GA,Mixed Breed,Adult,Female,Large,,True,False,False,False
55192469,STUART WIGGLE,adoptable,2022-04-03T00:11:01+0000,GA217,Atlanta,GA,Black Mouth Cur,Baby,Male,Small,,True,False,False,False
55304165,Chica,adoptable,2022-04-14T21:00:47+0000,GA862,Athens,GA,Mixed Breed,Young,Female,Medium,,False,False,False,False
55304095,Lana,adoptable,2022-04-14T20:52:51+0000,GA862,Athens,GA,Mixed Breed,Adult,Female,Large,,False,False,False,False
54459136,Mitch (run 40),adoptable,2022-01-31T16:25:02+0000,GA733,Columbus,GA,Mixed Breed,Adult,Male,Large,Short,True,False,False,True
